0	score	hospital
คนไข้จำนวนมาก อาจต้องรอนานหน่อย แต่การรักษาเป็นมาตรฐาน	4	Siriraj
ไว้ใจ วางใจ เชื่อใจ	4	Siriraj
ไปรักษามาก็หลายที่แต่รู้สึกดีกับที่ศิริราชถึงแม้จะรอนานแต่ก็โอเคสำหรับการซักถามและรักษา ยาที่ให้ก็ดูจะใส่ใจว่าควรกินแบบไหน ไม่ใช่มีอะไรก็ให้มา ถึงแม้จะเป็นโรงพยาบาลรัฐที่มีคนมาใช้บริการเยอะแต่บุคลลากรก็มีมากพอที่จะให้บริการ	5	Siriraj
ดิฉันพาลูกไปหาหมอที่ร.พศิริราชมาค่ะไปทุกเดือนเรยเพราะต้องพาน้องไปฉีดวัคซีนค่ะพอดีดิฉันเข้าโครงการแม่วัยรุ่นค่ะโครงการนี้ดีมากเรยค่ะมีค่าเดินทางให้วัคซีนก้อฉีดฟรีพยาบาลประจำโครงการก้อบริการดีพูดจาไพเราะนักศึกษาพยาบาลก่อเฟรนลี่กะเด็กดีค่ะดิฉันคลอดลูกที่นี่ค่ะแล้วก้อมีพี่คนนึงมาชวนเข้าโครงการนี้ค่ะการบริการโดยรวมคือดีมากๆโดยเฉพาะโครงการของ ร.พ ค่ะ	4	Siriraj
มีโอกาสเป็นคนไข้ของโรงพยาบาลศิริราชซึ่งเราก็ทราบกันดีว่าเป็นโรงพยาบาลรัฐบาลที่ต้องรองรับคนไข้จำนวนมาก แต่พอได้เข้าเป็นคนไข้กรณีกระทันหัน ทำให้ได้ทราบว่าคุณหมอและพยาบาลทุกท่านของโรงพยาบาลรัฐนั้นทำงานหนักมากและไม่มีเวลาส่วนตัวจริง ๆ อีกทั้งอาคารและอุปกรณ์ทางการแพทย์ยังมีจำนวนไม่เพียงพอต่อการรักษาคนไข้ที่มีฐานะไม่ดี จึงได้แค่เพียงร่วมบริจาคเงินสมทบมูลนิธิตามกำลังที่จะพอจะช่วยได้ และขอขอบพระคุณคุณหมอและพยาบาล รวมทั้งเจ้าหน้าที่ทุกท่านของโรงพยาบาลที่คอยดูแลในช่วงที่พักรักษาอาการป่วยที่โรงพยาบาลมา ณ ที่นี้ด้วยค่ะ	5	Siriraj
มีแพทย์ผู้เชี่ยวชาญมากมาย ไว้ใจได้ รักษาดี	5	Siriraj
พาคุณยายไปผ่าเข่าค่ะ ทั้งคุณหมอและคุณพยาบาล น่ารักมาก เข้าใจคนแก่ ดูแล และเป็นกันเองมากค่ะ คุณหมอและพยาบาลประจำตึกสลากกินแบ่ง ชั้น5 ประทับสุดๆ	4	Siriraj
แพทย์กับพยาบาลที่นี่ทำงานดีมากค่ะ ดิฉันไปตรวจตาตั้งแต่เกิดจนตอนนี้อายุ 20 ก็ยังไปอยู่คนไข้ คนป่วยที่รอคิวตรวจเยอะมาก แพทย์คนนึงรับคนไข้ เกือบ 100 คน แต่แพทย์และพยาบาลที่นี่ก็ยังยิ้มแย้มแจ่มใส ตอนรับคนไข้ ให้คำอธิบาย ชี้แจ้งเรื่องต่างๆให้คนป่วยฟัง ถึงแม้บางคร้งดิฉันก็รู้สึกได้ว่าบุคคลเหล่านี้ทำหน้าที่กันเหนื่อยมาก แต่ก็ทำหน้าที่ได้ดี	5	Siriraj
หมอทุกคนตั้งใจทำหน้าที่ตัวเองเพื่อคนไข้ ในแต่ละวันหมอที่ รพนี้ตรวจคนไข้เยอะมากตั้งแต่เช้า หมอเก่งและวินิฉัยโรคได้เม้นยำ ไม่เลี้ยงไข้	5	Siriraj
มีคนเยอะมาก หมอทำงานหนักแทบไม่ได้พัก แต่ใช้เวลาตรวจแค่3-5นาทีต่อคน	3	Siriraj
รักษาดีค่ะ ดูแลเอาใจใส่ ไปแผนกฉุกเฉิน ทุกอย่างดี ยกเว้นพื้นที่ในการรักษา พื้นที่น้อย คนเยอะ	5	Siriraj
คุณหมอดีมาก แต่หมอห้องแพทย์เวรไม่ค่อยจะโอเคเท่าไร	5	Siriraj
ทีอายุแล้วมีอาการเป็นประจำเดือน20วัน ก็มาหาหมอคือพยาบาลทางตึกนารีเวชก็ให้เข้าไปนั่งรอตรวจ คือเป็นอะไรสมัยโรงบาลรัฐดูแลคนไข้ดีมากขึ้น  แต่ก็ยังนั่งรอนานเหมือนกันแต่ก็เข้าใจค่ะ เพราะวันๆมีแต่คนไข้มากหน้าหลายตา มากคนหลายจังหวัด แต่ก็ขอบคุณคุณหมอกับนางพยาบาลดูแลดีมาก หนี้ค่ะประสบการของเรา	5	Siriraj
การบริการทั่วไปดีตามควร. แพทย์ที่รักษาดูแลเอาใจใส่ดีมาก เพียงแค่คนใช้บริการค่อนข้างมากทำให้ช้าไปบ้าง. ทั่วๆไปโดยรวมดี	4	Siriraj
ได้รับการตรวจและรักษาการติดเชื้อ HVP ที่ปากมดลูก โดยหมอสุธี ท่านได้ทำการรักษา 3 ครั้ง โดยครั้งแรกหลังจากตรวจ Pap Smear จากสูตินารีพบว่าที่ปากมดลูกมีเชื้อผิดปกติ ได้เข้าพบหมอและตรวจอย่างละเอียดพบว่าอยู่ในระยะเป็นรอยโรคก่อนเป็นมะเร็ง cin ซึ่งคุณหมอนัดตรวจทุกเดือนอีกครั้งว่าอยู่ในระดับใด พอนัดตรวจอีกครั้งพบว่าเชื้อลุกลาม หมอนัดส่องกล้องที่ปากมดลูกและตัดชิ้นเนื้อไปตรวจ รอฟังผลประมาณ 2 อาทิตย์ ผลที่ออกมาพบว่าเป็นรอยโรคก่อนเป็นมะเร็ง มีความผิดปกติที่ระดับ cin3 รู้สึกตกใจและกลัวแต่ด้วยความที่เราหาข้อมูลเตรียมมาก่อนและเข้าใจสิ่งที่เป็นเลยลดความกลัวลงได้มาก อีกอย่างคุณหมอสุธีเป็นหมอที่เก่ง เลยไม่กลัว หลังจากที่ทราบผลคุณหมอนัดทำการรักษาโดยใช้วิธีตัดปากมดลูกเป็นรูปกรวย เรียกว่า leep หลัวการรักษาจะมีเลือดออกหลังการผ่าตัดประมาณ 1 สัปดาห์ ภายหลังได้รับการรักษาหมอได้นัดตรวจดูผล พบว่าเป็นปกติดี ตอนนี้มีลูก 3 คนแล้วค่ะ	5	Siriraj
ใช้บริการคลินิกนอกเวลา ค่ะ  จนท.ดูแลดีค่ะ  ถึงผู้ใช้บริการเยอะแต่ไม่มีหงุดหงิดค่ะ โดยเฉพาะพยาบาลและแพทย์ค่ะ	4	Siriraj
หมอใส่ใจ ตรวจละเอียด เมื่อพบข้อสงสัยก็ส่งไปเฉพาะทาง	5	Siriraj
เข้ารับการรักษาโดยไม่ได้มีใบนัด พยาบาลยิ้มแย้มต้อนรับอย่างดี ชั่งน้ำหนัก วัดความดันเสร็จก็แจ้งว่าต้องทำอย่างไร ระหว่างรอคิวก็เข้ามาแจ้งเป็นระยะ หลังรับการรักษาอธิบายขั้นตอนการดูแลตัวเองอย่างดี คุณหมอแนะนำและเปิดโอกาสให้ซักถามได้อย่างชัดเจน	5	Siriraj
ดิฉันชื่อ ศตพร ละเต็บซัน ดิฉันโชคร้ายเป็นโรครูมะตอย สามปีกว่าจะรู้ตัวว่าเป็น ไปรักษาตามโรงพยาบาลต่างๆก็รักษาไม่หาย ไปหาซื้อยากินเองตามยถากรรม จนได้ย้ายมาทำงานแถวบางบอนเลยได้ประกันสังคมที่โรงพยาบาลบางประกอก8 จึงได้มารักษาตัวที่นี้ แต่เนื่องจากช่วงก่อนหน้านี้ได้ซื้อยามากินเอง ซึ่งมีส่วนผสมของสเตรอยทำให้ตัวดิฉันบวมน้ำหนักจาก 52 จนถึงตอนนี้ 93.3แล้ว ดิฉันเครียดมากไม่รู้จะทำยังไง รักษาที่โรงพยาบาลนี้ก็ไม่หาย ตัวก็บวม หมอก็บอกแค่ว่าให้เลือกเอาจะเจ็บ หรือ จะสวย มีแค่นี้ทางเลือกสำหรับดิฉันจนสุดท้ายบางปะกอก8ทำเรื่องส่งตัวดิฉันไปรักษาที่บางปะกอก 9บอกแค่ว่าเขาชำนาญเรื่องโรคนี้กว่า แต่ดิฉันไปรักษาซักระยะก็ไม่มีอะไรดีขึ้น หลายคนแนะนำให้ไปที่ศิริราช สุดท้ายดิฉันได้พบหมอเฉพาะทาง กว่าจะได้พบต้องทำใบจองหนึ่งเดือนเต็มๆ พอได้พบหมอ หมอมองหน้าดิฉัน บอกว่าดิฉันปล่อยตัวเองจะต้องเข้าครอสลดน้ำหนักด่วน ส่วนโรคที่เป็นยาที่รักษาหมอบอกเลยว่าแพงมาก ยาตกเม็ดละ 100บาทวันหนึ่งคุณต้องกินหลายเม็ด คุณไหวเหรอ? คุณกลับไปรักษาที่เดิมดีกว่าแต่ถ้าเขารักษาไม่ได้คุณให้เขาส่งเรื่องมาที่นี้ มาหาหมอหมอจะรักษาคุณเอง นี้คือสิ่งที่ดิฉันประทับใจแนะนำตรงๆ เพื่อให้คนไข้มีทางเลือกค่ะ	3	Siriraj
แพทย์ให้การรักษาดี พูดจาดี ถึงจะรอคิวนานแต่ก็ให้บริการดี ประทับใจหมอเก่ง	5	Siriraj
ไปแล้วประทับใจกับการต้อนรับและให้คำแนะนำดีค่ะ(คุณหมอก็ใจดี)	5	Siriraj
พาคนที่รักมารักษาเบาหวาน เส้นเลือดสมองตีบ ที่โรงพยาบาลศิริราช อยู่ตึก 72 ปี หมอพยาบาลน่ารักทุกคนเลย ขอขอบคุณทุกคนที่ช่วยดูแลยามที่เราป่วย ช่วยกันค้นหาสาเหตุ วันนี้เราจะได้พาคนที่เรารักกลับบ้านพร้อมกับสุขภาพที่ดีเกือบร้อยเปอร์เซนต์ เค้าสัญญาว่าจะดูแลสุขภาพ เพราะชีวิตเค้าต้องทำงานเพื่อแผ่นดิน และดูแลลูก ๆ ขอบคุณโรงพยาบาลศิริราช หมอ และพยาบาลทุกคน ตลอดจนเจ้าหน้าที่ที่ช่วยดูแลมา 5 วัน	5	Siriraj
คุณหมอใจเย็นมากคะ. น้องพยาบาลก้อน่ารักดี	5	Siriraj
ลูกชายรักษาภูมิแพ้ที่นี่ทุกครั้งคุณหมอทุกท่านจะดูประวัติน้องตั้งแต่เกิดจนถึงล่าสุดทุกคนดูการรักษาของทุกแผนกที่น้องไปให้คำแนะนำให้กำลังใจและดูกำลังทรัพย์ด้วย แต่ ร.พ.ตามสิทธิแย่	5	Siriraj
คนไข้มากๆ แต่พยาบาลและบุคลากรทุกคนทำงวนหนักแต่ก็มีน้ำใจงามทุกคน. ให้ความกระจ่างและช่วยเหลือทุกด้าน คุณหมอตรวจละเอียดมากแม้จะมีคนไข้มาก	5	Siriraj
แพทย์มีความน่าเชื่อถือ	4	Siriraj
บริการได้เยี่ยม ผมคนบ้านนอกติดต่อพนักงานมีความเอื้อเฟื่อนดีพูดจาดี	5	Siriraj
หมอ พยาบาลน่ารักมาก ดูแล เอาใจใส่ พยายามหาสาเหตุจนพบ มีคุณธรรมในการดูแลผู้ป่วย	5	Siriraj
เริ่มแรกเข้า ER เนื่องจากคุณแม่ล้ม และไข้ขึ้นสูง ได้พักเตียงที่อาคารเฉลิมพระเกียรติ ชั้น 4 ซึ่งเป็นเตียงสามัญ ไม่ได้ให้ญาติเฝ้า น้องๆๆพยาบาลและน้องๆๆ ผช พยาบาลดูแลดีมากค่ะ เป็นการประทับใจในการให้บริการ	5	Siriraj
ผมได้รับการรักษามะเร็งจนหายดีใช้ชีวิตเหมือนคนปกติครับคุณหมอเก่งจริงๆครับ	5	Siriraj
เนื่องจากการรักษาต้องทำการผ่าตัด และฉันเลือกดมยาสลบ รู้สึกกังวลและกลัวมากโดยต้องเข้าพักที่โรงพยาบาลก่อน1วันก่อนหน้านั้นต้องเอ๊กซ์เรย์ปอดกับตรวจเลือดก่อน เข้าไปต้องไปทำขั้นตอนหลายเกินไปรู้สึกไม่ค่อยชอบในเมื่อเรานัดผ่าแล้วควรจะมีจุดรับเรื่องนี้โดยตรงไม่ต้องไปรวมกับคนที่มาตรวจปกติไปตั้งแต่เก้าโมงกว่าจะเสร็จขั้นตอนจนไปถึงห้องพักประมาณเที่ยงหลังจากนั้นก็มีหมอแพทย์หรืออะไรไม่ทราบมาซักถามคนละหนึ่งหรืงสองคำถามก็ไปทั้งวันช่วงบ่ายถึงค่ำ รุ่งขึ้นเป็นวันผ่าตัดให้ตื่นมาเข้าห้องน้ำอาบน้ำเตรียมตัวไปแปดโมงมารับไปห้องรอผ่า ไปถึงก็ซักถามว่ามาผ่าอะไรตรงไหนวัดความดันให้น้ำเกลือเกือบเก้าโมงเข้าห้องผ่าโดนใช้ผ้าล็อคตัวแขนใส่เครื่องวัดอะไรไม่รู้ใส่เครื่องให้ออกซิเจนและฉีดยาเข้าทางสายน้ำเกลือและบอกว่าจะซ่าๆหลังจากนั้นก็ไม่รู้สึกตัวตื่นมาอยู่ในห้องรอผ่าตารู้สึกหนักหรือเคืองพอจับดูมีขี้ผึ้งป้ายเกือบครึ่งชั่วโมงพากับห้องพักดูนาฬิกาบ่ายโมงครึ่ง รู้สึกคอแห้งมีเสมหะกลืนน้ำลายเจ็บมากเหมือนมีอะไรบาดคอวัดความดันตลอดชีพจรและวัดไข้สุดท้ายก็ผ่านมาได้ด้วย	3	Siriraj
บริการก็ใช้ได้	4	Siriraj
สถานที่คับแคบเมื่อเทียบกับจำนวนคนที่ใช้บริการ แต่บุคคลากรเต็มที่กับการบริการมาก ถึงแม้คนจะเยอะทุกวัน ทุกเวลา แต่คุณหมอ พยาบาล เจ้าหน้าที่ก็พูดจากับคนไข้ดีค่ะ ถึงแม้บางคนจะหงุดหงิดบ้างแต่โดยรวมแล้วน่ารักทุกคนค่ะ	4	Siriraj
