0,1,2,3
ผมมีชีวิตใหม่ กับ ที่นี่ขอบพระคุณ หมอพยาบาล ทุกท่านที่มอบชีวิตใหม่ให้,5,"I have a new life here, doctors, nurses, thank you for giving new life.",chula
กับความประทับนี่ บอกเลยสุดยอดมาก บริการดีเยี่ยม,5,With this stamp Tell Top Excellent Service,chula
เยี่ยมยอดที่สุดเรยค่ะ ขอบคุณคุณหมอทุก ๆ ท่าน พยาบาลทุกท่าน แม่บ้านทุกท่าน และบุรุษพยาบาลทุกท่าน โดยเฉพาะทีมแพทย์สายสีฟ้า ที่ทำการผ่าตัดให้ลูกสาว รวมถึง นิสิตแพทย์ปี 4 ที่เข้ามาดูแล พูดคุย และให้กำลังใจ แม้จะอยู่โรงพยาบาลเพียง 6 วัน แต่อบอุ่นใจ รู้สึกปลอดภัย ขอบคุณมากที่สุดเลยค่ะ,1,"Finally, it's a great Thank you doctor, every nurse, every person. Every housewife And nurse all The medical team blue line. Post surgery, his daughter, including medical students, 4 years who took care of talk and encouragement. Even in the hospital for 6 days, but warm feel safe. Thank you most",chula
เก่งมากคับ,3,Very tight,chula
บริการดีเอาใจใส่คนไข้ให้คำปรึกษาละเอียดมาก,4,"Good patient care services, counseling resolution.",chula
การบริการ ยอดเยี่ยมมาก,5,"Excellent service, very",chula
คนไข้เยอะมากไปรพต้องทำใจคิดว่าคุณหมอเเละเจ้าหน้าทื่ทุกฝ่ายทำดืทื่สุดเเล้ว,5,Hospital patients have to accept that your doctor FDA officials were all made during the most creeped me.,chula
มาหาหมอนัด 7.30 น. ทำใบนัดส่งตัวผิดชั้นกันเอง ชั้ลต้องพายายมานั่งรอ เสียเวลาเพราะคุณๆทั้งหลาย3ชม.เต็มๆ กว่าจะได้ตรวจเกือบเที่ยง โทษกันไปโทษมาไม่คนรับผิดชอบเลย ไร้ระบบ! แต่ขอบคุณพยาบาลชั้น13นะคะช่วยทำเรื่องให้จนเสร็จ เรียบร้อย #ในสิ่งไม่ดีมักจะเกิดเรื่องราวดีๆ,1,"The doctor strikes 7:30. I made a mistake sending the layers themselves. Schulz took her to wait. Waste of time because you have all the 3-hour full. It was almost noon Check Blame to blame the people responsible do not access the system! But thanks to medical grade 13, made it to the finish in the # bad things always happen to good stories.",chula
บริการดี เจ้าหน้าที่พูดจาสุภาพ การรักษาไม่เลือกปฏิบัติไม่ว่าบัตรทองหรือเสียเงินเอง เจ้าหน้าที่เป็นกันเองกับคนไข้(เป็นญาติคนไข้ที่ไปใช้บริการที่ห้องส่องกล้องต่ะ),4,"Good service, polite staff The treatment does not discriminate whether or Gold card to pay for itself. Friendly staff and patients (patients relative to the services at the endoscopy pesetas).",chula
พาพ่อมาสลายต้อกระจก บริการดีเกินคาดค่ะแผนกนี้ พยาบาลเก่งมาก แนะนำขั้นตอนการดูแลแผลทั้งกับคนไข้และญาติอย่างดี เป็นกันเอง ยิ้มแย้มและตอบคำถาม ขากลับเขาเห็นพ่อเราอาการไม่ค่อยดี เขาโทรเรียกรถกอล์ฟมารับถึงตึกให้พาไปส่งตึก ภปร. เพื่อไปต่อรถไฟใต้ดินให้ด้วย ประทับใจ อยากให้ทุกแผนกเป็นแบบนี้,4,"Her father had cataract surgery Expected better service than this department. Nurses are very good Recommended procedures for wound care with the patients and their relatives, as well as a friendly smile and answer questions. On the return trip, we saw a very good father. He calls the golf cart to get the building blocks that led to global security. To get to the subway with the impression that all departments are.",chula
ดีค่ะ คนใกล้ตาย ได้เกิดใหม่หลายคน และสมกะเป็นโรงพยาบาลรัฐ ที่1 ในใจฉัน,5,"Good people have died, many of them new. And it is the State Hospital No. 1 in my heart.",chula
วันนี้พาแฟนมาเจาะตรวจไตประจำปี. คุณหมอให้มายืนเรื่องที่ห้อง 35. พอทำเรื่องเสร็จพี่ห้อง35 ให้ไปยืนเอกสารตรวจเช็ดสิทธ์ปนะกันสังคม แต่คนรับผิดชอบลา ทั้ง2คน. แล้วให้เราเดินไปๆมาๆ เรื่องไม่เสร็จสักที ห้องตรวจสิทธ์ก็พูดจาไม่ดี ไม่สมกับทำงานบริการเลย(ห้อง1 ตรวจสอบสิทธ์) แย่มากๆๆ ขอบคุณพี่ห้อง35. โต๊ะ2. ที่ช่วยทำเรื่องให้จนเสร็จ,1,This led fans to check kidney annual drill. Doctor to stand at about 35. I do not finish 35 rooms. To check filing wipe it right off society. But the man in charge of La 2 people. Then we went back and forth. The story does not finish once Check room was disqualified themselves well. The service is not working at all (room 1. Check right) very little room thanks to 35. Table 2. helped make the finish.,chula
อีกนิดหน่อย,4,a little more,chula
ดีมากๆๆ เท่าที่เคยตะเวนรักษาลูกมา คุณหมอเปิดโอกาศให้คนไข้ได้พูดคุยถึงเรื่องอาการอย่างละเอียดพึ่งเคยเจอค่ะ หัวใจสำคัญ ที่นี้คือการให้บริการค่ะ ขนาดคนเยอะมากๆ ไม่น่าจะทำได้ดีขนาดนี้ มีแค่บางจุด/และเจ้าหน้าที่บางคนเท่านั้นค่ะ ที่ดูจะขี้หงุดหงิด แต่ก็น้อยมากที่เจอ,5,Very little ever Patrol treating children. You have an opportunity to talk to patients about the symptoms I've detailed my heart that this is serving me. The lot size This is not likely to do well. Are just some of the points / and some officials only. Looks to be frustrated But very few know,chula
การที่มาใช้บริการรพ.รัฐบาลต้องทำใจค่ะขนาด รพ.เอกชนยังต่อรอคอยค่ะ,3,To come to the hospital. The government must come to terms with it. Hospital waiting for me on the private sector.,chula
รอคิวนานค่ะ เรียกเข้าพบแพทย์ ก็ผิดห้อง,3,Waiting for me to call the doctor was wrong room.,chula
ดีที่สุด,5,best,chula
การดูแลน้อยเข้าใจบุคลากรไม่เพียงพอ แต่มารยาทเจ้าหน้าที่นี่สิ อบรมกันบ้างนะคะ คิดแค่ว่ามาทำงานเพื่อรับเงินเดือนรึไง,1,Maintenance personnel understand less is not enough. But officials here courtesy For some it I think that's what I work for a salary.,chula
แล้วแต่เพราะหลากหลายสถานการณ์แต่ผมเชื่อมั่นว่าโรงพยาบาลจุฬาฯเป็นหนึ่งในไม่กี่แห่งที่ดีที่สุดของประเทศไทย,5,"But because of various circumstances, but I am confident that Chula Hospital is one of the few of the best.",chula
หมอเก่งมาก หล่อด้วย,5,Doctor brilliant cast,chula
ยอดเยี่ยมมาก,5,Excellent,chula
พ่อไปตรวจที่รพ. ยื่นบัตรนัดแต่เช้า แต่หาประวัติคนไข้ไม่เจอสักครั้ง ทำงานแบบไหนกันคะ ติดต่อกลับได้เลยคะ เรื่องจริงที่ไม่เคยพัฒนา,1,Go to the hospital. Filing early appointment cards But not for a patient once. What works well Get back to me The real story never developed,chula
บัตรคิวส่งตัว ที่ใช้กดตู้ เปิด(เวลา)ตีอะไรครับ,1,"Cue Card is sent to the press box open (time), hit nothing.",chula
ดีมากคะ,5,Very good,chula
เป็นรพที่ดีอีกรพหนึ่งของกทมหมอเก่งพยาบาลก็น่ารักค่ะ,5,"The hospital is a good hospital, one of Bangkok Hospital doctor I was cute.",chula
เคยได้ยิน แต่ไม่อยากไป,1,I do not want to hear,chula
คุนหมอน่ารักมาก,5,Kun Doctor Love,chula
ที่จอดรถน้อยมากสำหรับผู้มารักษา/มีแต่ที่จอดของหมอกับพยาบาลและรถหรูของคนมีตังค์เท่านั้น...น่าจะปรับปรุงบ้างแต่ไม่รู้เมื่อไหร่จะทำสักที...เฮ้อ...!!!,5,"Very little parking for the treatment / park, but the doctors and nurses with a luxury car with the money ... only to improve but did not know how to do it anymore ... Oh well ... !! !",chula
บริการดี เป็นระบบ หมอเก่ง เครื่องมือทันสมัย,5,"Good service is a good doctor, modern equipment.",chula
พยาบาลสวยๆ,5,Nurse pretty,chula
ดีครับสำหรับโรงพยาบาล,4,Thanks for hospitals,chula
เยียมมากครับ,5,New Year too,chula
หมอดี รพดี แต่อย่าถามถึงที่จอดรถ...,4,"Hospital doctor, but do not ask about parking ...",chula
มาตรฐานระดับชาติ คนไข้มากทำให้ต้องรีบร้อนความผิดพลาดจึงเกิดคุณหมอเขียนสั่งยาเร็วเภสัชอ่านไม่ชัดเจนรีบด้วยคนไข้เลยรับยาผิดแก้ไขได้ครับเป็นกำลังใจให้สู้ๆ,5,"National standards Patients need to make a hasty mistake so the doctor wrote the prescription pharmaceutical read faster is not clear hurried patients with drug offenses has been solved, it is encouraging fighting.",chula
บริการดีค่ะคุนหมอเก่ง,5,"Good service, good doctors Kun.",chula
ดีค่ะพ่อเคยผ่าตัดที่นี่,5,"Well, my dad had surgery here.",chula
เวรเปรหน้าฉุกเฉินพูดจาไม่ดี แย่มาก ไม่บริการ (เล่นแต่โทรศัพท์ไม่สนใจคนป่วย),5,Fate page spreads emergency services do not talk bad bad (but do not call the sick).,chula
ขอบคุณคุณหมอ และพยาบาล และเจ้าหน้าที่ทุกฝ่าย ที่ดูแลคุณยาย และ คุณพ่อ ขอให้ทุกท่านมีความสุข สุขภาพแข็งแรง ทำงานอย่างมีความสุข ตลอดไปนะคะ,5,Thanks to the doctors and nurses and all parties. Caring grandmother and father asking all of you to be happy. healthy Working happily to it.,chula
คุณยายรักษาหลังที่นี้ (ร.พ. จุฬาลงกรณ์ ),4,"After this treatment, the grandmother (Chulalongkorn Hospital).",chula
คุณหมอและคุณพยาบาลดูแลดีครับ พูดก็เพราะ,4,Doctors and nurses say it's because the good.,chula
หมอ พยาบาล เจ้าหน้าที่ดี แต่ประชาสัมพันธ์อาสา ที่คอยจัดคิวคอยคัดกรอง พูดจาแย่มาก พาไปดูงานรพ.ตำรวจหน่อยก็จะดีนะ,4,"Good doctors, nurses, staff But public relations volunteers Who queued waited screening talk an awful lot to visit the hospital. The police will do well.",chula
มาครั้งแรก ก็รู้สึกแย่กับคนเข็นรถขึ้นลิฟท์ตึก ภปร.เลย ที่พูดนะ ปากหรือนั่น ?????,1,"First, I feel worse with wheelchair lift building global security. I say the mouth or that ?????",chula
ก็เห็นทางโรงบาลนะ ก็คิดว่าคงจะไม่ถูกใจทุกคนหรอก,5,Saw the hospital I think everyone would not like it.,chula
ดีค่ะ,5,Good,chula
ดีค่ะ..อยากมาใช้ ปกส.ที่นี่แต่คิดว่าน่าจะเต็มแล้วค่ะ,5,"Hi.. Used. The cover. Here, however, I think it is already full.",chula
กว้างใหญ่ไพศาล ร่มรื่น ต้นไม้เยอะ ตึกเยอะ พยาบาลน่ารัก,5,Vast shady tree lot Building lot cute nurse.,chula
คนเยอะรอนานหน่อยแต่ก็ดี,4,"People have to wait a little longer, but better.",chula
ห่วยแตกมาก มารักษาผิวหนังตั้งแต่ 7 โมงตอนนี้ 10 โมงยังไม่รักษา คนที่มาคิวหลังๆได้ก่อน ไม่รุ้ว่าระบบแบบนี้ ผ่านมาตรฐานมาได้อย่างไร ห่วยมากกๆ เจ้าหน้าที่ก็พูดจาแย่มาก,1,"Very poor treatment of the skin, from 7 am to 10 pm This is not a cure. People queue after the first. This system does not know How come standard very poor staff was very flattering.",chula
รักษาดีมากครับ,5,Very good treatment,chula
คนไข้เยอะมาก....เป็นกำลังใจให้ จนท.ทุกๆท่าน ครับ...,5,Very patient .... until cheer. All you have ...,chula
ดีมากโรงบาลนี้เคยไปคลอดลูกที่นี้ค่ะบริการดีเวอร์หมอน่ารักนิสัยเป็นกันเองมากยิ่งนักศึกษาฝึกหัดยิ่งนิสัยดีโรงบาลจุฬาฯดีที่สุดแล้วค่ะทำดีมาก,5,"This was a very good hospital to give birth here, good service, friendly drivers, I love the character even more students to practice good habits Hospital Chula best already doing very well.",chula
ที่ผมไปมานะครับบริการดีมากครับหมอก็ใจดีครับออกค่ายาให้ผมด้วย,5,I had to grit my service very good doctor is not going to give me the drug.,chula
ชอบโรงบาลนี้มากคะถึงจะรอนานก็เค้าใจเพราะคนไข้เยอะและมีอย่างนึ่งอยากขอไม่ต้องให้คนเข้ามาเดินขายของนะคะพอรอไม่ซื้อก็ด่า วันนี้กผ้เหมือนกันไม่รู้เค้าด่าเราหรือป่าว ตอนเราลงบันได้เลื่อยลงมาเค้าก็ลงตามมาด้วย เค้าก็พูดกับเพื่อนเค้าข้างหลังเราว่า ซื้อดอกเดียวก็ไม่ได้ไอพวกเหี้ยขี้งก เพราะเค้าก็มาขอให้เราซื้อเหมือนกัน ขอละนะคะ,5,"Like many hospitals do not have to wait long, because patients do not have a thing to ask people to come to sell it for enough to buy it, not reviled. This performs the same, but they curse us or something. When we got down stairs winding down, he went down as well. I said to my friends that behind us. Buy a single flower, it does not have a damn penny Kong. Because he was asking us to buy the same request of them.",chula
สับสนไปหน่อย..เพราะตึกเยอะมาก,4,Confusing to me.. Because they block a lot.,chula
บริการดี คุณหมอเก่งมาก,5,Very good doctor,chula
คุณหมอเก่งลูกสาวรอดตายก็ที่นี่,5,Dr. Wally surviving daughter was here.,chula
แม่เข้ารักษาตัวที่โรงพยาบาลจุฬาฯ ด้วยอาการก้อนเนื้อที่ทวารหนัก มาตั้งแต่เดือนมกราคมจนถึงตอนนี้ หมอนัดคิวจะผ่าตัดให้แต่ช้ามากๆๆๆ อะคะ แม่ปวดมากขึ้นทุกวัน ๆ กินยามอร์ฟีนที่หมอให้แก้ปวด จนกระทั่งความจำไม่ดี หลงๆลืมๆ เบลอๆ พูดคุยอะไร จำไม่ได้ ทั้งๆ ที่ก่อนมาแม่อาการดี ปกติทุกอย่าง สงสารแม่มากๆๆๆ อะคะ พอจะมีทางช่วยแม่มั้ยคะ ก่อนหน้านี้คนไข้มีความรู้สึกดีนะคะที่ได้มาอยู่ รพ.นี้ แต่ตอนนี้ชักไม่ไหวแล้ว คะ มีทางไหนที่จะทำให้การรักษารวดเร็วได้บ้างคะ จนตอนนี้คนไข้มีก้อนเนื้อเพิ่มมาอีก 1 ก้อนแล้วคะ ก้อนเนื้อเดิมก็ใหญ่ขึ้น คนไข้ปวดจนอยากจะตัดขาทิ้งแล้วค่ะ,1,"Mother admitted to the hospital CU. With a lump in anus From January until now. Doctor appointment queue to surgery, but it is very slow, so it's more pain every day, morphine pills that doctors give painkillers. The memory is not good, forget blurred Discuss anything not remember even before the first symptoms usually everything is very poor mother so I know I have to help her do it. Previously, patients are feeling nice to be in hospital but now I'm not anymore a way to make some quick healing it. Until now, patients with tumor nodules, then added another one like it lump it up. Patient pain and amputation would like it.",chula
แม้คนมากมายก้อต้องรอ,5,Although many people would have to wait,chula
พาแฟนมาผ่าตัดครั้งที่ 2 โดยไม่เคยรู้จักใครมาก่อนที่จะเข้ามา... ได้รับบริการมาตรฐานเท่าเทียม และเสมอภาพนะ พยาบาบตึกเจริญ-สมศรีทำหน้าที่ได้ประทับใจค่ะ,1,The 2nd surgery fans do not know who came before him ... Receive equal service standards and I always picture medicine Babri building boom - Missy act impressed me.,chula
ก็งั่นๆแหละลูกชายรอคิวผ่าหลังมาสามปีละไม่เห็นมีห่าไรเลย,2,It's me and my son split after three years of waiting to see what the heck it is.,chula
อบากบอกว่าขอบคุณ คุณหมอธวัชชัยและพยาบาลทุกท่านในตึก ภปร ชั้น 9 ที่ดูแลลูกสาวที่ป่วยเป็นโรค sleด้วยดีตลอดมาขอขอบคุณมากๆค่ะ,5,"The Bak says thanks Your doctor or nurse will Dhawatchai in building an E 9th floor care daughter disease. sle all along, thank you very much.",chula
ขอบคุณคุณหมอและพยาบาลทุกคนที่ดูแลเป็นอย่างดี ซาบซึ้งจริงๆนะค่ะ คิดถึงมิตรภาพดีๆที่มีให้กันจังเลย,5,Thank you all who care doctors and nurses as well. Really appreciate it I think that friendship is like me.,chula
ดี,5,good,chula
พูดจาดีๆเป็นป่ะค่ะ เจ้าหน้าที่ต้อนรับแบบนี้อย่ามีเลยดีกว่าค่ะ จำเป็นต้องเสียงดังป่าว พูดจาดีๆไม่เป็นหรอค่ะ #รบกวนไปเรียนมารยาทมาใหม่ด้วยค่ะ #บางคน,2,Saying it was not me This staff is not better than me. I need noise I'm not saying it is # Disturbing courtesy to come with me some #.,chula
ให้บริการดีมาก ค่ะ,5,Very good service,chula
ไม่อยากเห็นคนป่วยไม่อยากเข้าโรงบาลแต่งานที่ทำอยู่มันต้องได้เห็นได้เจอครับ,1,"I do not want to see sick people to the hospital, but the work is done, it must have come across it.",chula
บริการดีมากค่ะคุณพ่อดิฉันมาทุกเดือนให้บริการดีน่ารักตั่งแต่คุณหมอจนถึงพยาบาลขอให้รักษามาตรฐานอย่างนี้ตลอดไปนะคะ,5,"Service very good father, I come every month to service a lovely setting, but your doctor or nurse to maintain this standard to me.",chula
นั่งคอยครึ่งวัน แต่เข้าตรวจไม่ถึง5นาที เฮ้อ....ระบบเขาดีจิง,1,"Sat for half a day But it's less than 5 minutes. Sigh .... the system, he's good.",chula
อย่กทราบการต่อหมั่นว่าอยากปรึกษาหมอว่าควรทำยังงัยบ้างค่ะ,2,Do keep in mind that he wanted to consult a doctor if you do not know I do not.,chula
สุดยอดกับคุณหมอครับ,5,Top it with your doctor,chula
เจ้าหน้าที่เก็บขยะของโรงพยาบาลจุฬาฯนี่สุดยอดมากครับ คำพูดคำจาฟังไม่ได้เลย,1,Officials collection of Chula Hospital is just awesome. QS is not listening.,chula
เขาก็บริการดีน่ะคุณๆๆตอ้งเข้าใจน่ะเป็นโรงบาลที่มีผู้ป่วยเยอะการบริการก็ตอ้งมีล้าช้าบ้าง,2,"He served well, you know I want it understood that a hospital patient services, but they want it to have some delay.",chula
รอนานมาก แต่คุณหมออธิบายดีมากทำให้ง่ายต่อการักษาสรุปว่าชอบโรงพยาบาลนี้ค่ะ,5,"A very long wait, but the doctor explained very easy treatment that hospitals like this.",chula
เป็นสถานพยาบาลของรัฐที่รวมบุคคลากรทางการแพทย์มากมาย,5,"As public hospitals, which included many medical personnel.",chula
ร.พที่ดีสำหรับฉันเป็นสถานทีาทำงานและดูแลผู้ป่วยได้ตลอด24ชั่วโมงเกือบ3ปีสำหรับฉันสุดยอดแห่ง ร.พค่ะ,5,"ST. May be good for me as Tia and patient care 24 hours a day for almost three years, I am the ultimate. May it.",chula
บริการซวงแตกกับการจัดระบบบริการเมื่อไหร่จะพัฒนาสักที โดยเฉพาะเจ้าหน้าที่ที่พูดจาหมาไม่แดก ทำเหมือนไม่อยากมาทำงานบริการถ้าคุณไม่อยากมาทำงานบริการคุณออกกไปทำอย่างอื่นสิ ให้เอาคนที่เขาต้องการทำงานจริงๆมาทำ!!!!,1,"Zhuang service break with the system when you develop them. The officials, who spoke not a dog Riksdag. I do not want to run the service if you do not want your service to work out and do something else now. He took the people really do want to work !!!!",chula
ดีมากๆๆๆ,5,Very soon,chula
คุณภาพให้ที่1เลยค่ะ >,5,The first quality I>.,chula
บริการดีค่ะ,5,Good service,chula
วันที่ 21 มิย.มาผ่าตัด คุณหมอและคุณพยาบาลดูแลเป็นอย่างดีมาก ขอขอบคุณมากๆค่ะ,5,"On 21 Jun., Doctor's surgery and hospital care as well. Thank you very much",chula
ทุกอย่างดีหมดติดอยู่อย่างเดี่ยว ห้องเบอร์35แพนกรับผู้ป่วยใน ตึกจักรพงษ์ พนักงานคนอ้วนๆซอยผมสั้นข้างนึง หน้าไม่เต็มใจทำงาน คนมาถามก็ตอบน้ำเสียงไม่พอใจตอบแบบถากๆ คนไข้ไปยืนรอถามก็ทำเฉยมองหน้าแล้วก็ไม่ตอบ ฟังเพลงดูmv เริ่ดมากคะอีดอก,3,"Everything is fine attached to it. Room No. 35 pan patients in the building Chakrabongse employee fat cut short by one. Not willing to work The question was answered on the offensive tone and trim. Patients were asked to stand aside, do not look at it I see mv started off very well slags.",chula
ที่จอดรถหาที่จอดยากมั้งมาก,2,Parking is difficult to find a parking lot right.,chula
เริ่มใช้ระบบรับบัตรคิวใหม่คนแออัดมากวุ่นวายจัง..รักษาสุขภาพกันนะอย่าป่วยเลยมาแล้วอาจป่วยมากกว่าเดิม,5,"Start using cue cards, a new system was very crowded so busy.. I do not care too sick to be sick, then more of the same.",chula
ครอบครัวได้ใช้บริการที่นี่,5,Family services here,chula
การบริการ ที่ดี ของบุคลากร แม้งานจะหนัก ก็ยังสามารถดูแล และรักษาได้อย่างดี ขอบคุณบุคลากรทุกท่านค่ะ,5,Good service personnel will work even harder to maintain it. And treated well Thank you to all staff,chula
ไม่มีความสงสารกู กูเกรียจ ร.พนี้,1,"I do not pity Greer F ST., This May.",chula
บริการดีค่ะใครไม่สบายไปรักษาได้เลยค่ะ,5,Service not good for anyone to treat it.,chula
ขอบคุณคุณหมอและพยาบาลทุกคน แต่ ปรับปรุง พยาบาลที่มีอายุที่ชอบตะคอกคนใข้แก่แก่ เห็นแล้วสงสารค่ะ .,4,"Thank you to all the doctors and nurses, but nurses to improve the interaction between like shouting to them. Then pity me.",chula
หมอเก่งนะ,5,Doc's good,chula
แผนกฉุกเฉินคุณหมอน่ารักพยาบาลก็น่ารัก...ดูแลดืค่ะ,3,Hospital emergency department doctor's care ... I love drinking it.,chula
ผู้ป่วยบางคน จะตายไม่ตายแลแต่หมอบอกว่าไม่เป็นอะไร ตรวจหาสาเหตุไม่เจอ ไปก็หลายโรงพยาบาลเสียเงินทองก็มากมาย ทุกที่หมอก็บอกว่าไม่เป็นอะไร ถ้าหมดที่ไปแล้วลองคุยกับหนูได้นะครับ,4,"Some patients will die not dead, but doctors say it is not. Not detect the cause Many hospitals lose money, it was great. All the doctors have not said anything. If it is, then try to talk to me.",chula
ผิดกับที่คิดไว้คับเจ้าหน้าที่ดีมากชอบป้าคนที่กดบัตรคิวให้จังคับ ใจดีมากกดหลายครั้งไม่ขึ้นก็ไม่มีบ่นเลยคับแถมป้าแกมายืนกดให้คำแนะนำตั้งแต่ตีห้า ไปครั้งหน้าจะเอาขนมไปฝากนะครับ,5,"I think that is wrong with the staff great aunt who likes to hit the cue cards so tight. Many times, it is not very kind to me but I do not complain, I stand to make recommendations on five hits. The time it took to leave me candy.",chula
สถานพยาบาลระดับประเทศ ส่วนใหญ่จะไปเป็นเพื่อนคนป่วย,5,Hospitals nationally Most people are going to be sick.,chula
เห้ออออออออออ เหมือนจะดี สุดท้ายต้องคอยลุ้นดูว่าจะเป็นไง,3,"U Oshawa, Oshawa as well be the last chance we have to see what it was like.",chula
ก็ดีนะดีมากๆ,1,I know very well,chula
พยาบาลห้องฉุกเฉิน แสดงกริยาได้แย่มากๆๆๆเท่าที่ได้เจอ ถ้าอธิบายด้วยกริยาแบบนั้น ก้อไม่ต้องพูด ไม่ต้องมาเป็นพยาบาล มันขัดกับชุดนางฟ้าสีขาว ถ้ามีผู้บริหารเห็นควรปรับปรุงมารยาทอย่างแรงนะคะ คุณทำงานให้บริการ คนไข้หรือญาติมีข้อสงสัยเยอะถามเยอะ เรื่องมากก็เพราะมันเป็นเรื่องสุขภาพของคนที่เค้ารัก มันเป็นความเป็นความตาย มันก็เป็นเรื่องปกติไม่ใช่หรอที่ญาติอยากรู้ว่าคนไข้จะเป็นยังไง หรือต้องรอหรืออะไรต่อไป ถึงคุณจะรำคาญมากแค่ไหนก็ไม่ควรแสดงออกแบบนั้นหรือแบบนั้น,1,"Hospital emergency rooms Show verb very poorly so far to see. If that describes a verb I do not say No need to be a nurse It is against white fairy dress. If executives should strongly improve my manners. You work services Patients and relatives have asked me lots of questions. It matters a lot because it's about the health of the people I love. It is life or death It is normal that a relative is not it curious that the patient would have been like. Or wait, or what's next. To bother you so much, you should not display it, or design it.",chula
เคยนึกชื่นชมบริการที่เป็นกันเอง แต่วันนี้เป็นวันแรกที่รู้สึกว่าที่นี่แก้ปัญหาไม่ได้ ระบบขัดข้อง แต่ไม่มีวิธีช่วยเหลือคนไข้ บางแผนกบริการได้เห็นแก่ตัวปัดภาระหน้าที่ความรับผิดชอบให้พ้นตัว เพียงเพื่อไม่ให้แผนกตัวเองมีภาระที่เพิ่มมากขึ้น,3,I always appreciated the friendly service. But today is the first day that felt that this solution does not crash the system nor how to help the patient. Some service department has generously rounded out the obligations and responsibilities. Not just for the department itself has an obligation to increase.,chula
ดีคับ คุณหมอดูแลดีมาก สามารถทำให้ผมหายจากการเกิด อุบัติเหตุ มอไซด์ผลิกคว่ำ อย่างแรงได้ และหายเป็นปกติ เดิน นั่ง ได้อย่างเดิม,4,"Good medical care is very good. Can I recover from the accident, Moss Side crystallography overturn strongly and healed a ride it was.",chula
บริการดีมากๆ บุคลากรล้วนแต่มีจิตใจดีทุกๆคนค่ะ,5,"Service personnel are all very good people, mind you.",chula
คุณหมอพูดจาดี วิเคราะห์โรค น่าเชื่อถือ แต่เจ้าหน้าทีหน้าห้องตรวจพูดจาไม่ค่อยดี คำอธิบายไม่ชัดเจน พูดกับคนไข้ ห้วนสั้น แฝงลักษณะ รำคาญ เวลาที่คนไข้ไม่เข้าใจ คำพูดที่ไม่ชัดเจน ....ปรับปรุงส่วนเจ้าหน้าที่ อีกนิด ส่วนคุณหมอ พยาบาล น่ารักมาก ...อย่างไรก็ชื่นชม มากค่ะ,5,"You speak good diagnostic reliability but officials rarely speak in front of inspectors. Notes unclear spoke briefly with the patient looks annoyed short latency time patients do not understand. Words are not clear Improved staff .... a little of doctors, nurses ... how cute it was much appreciated.",chula
โรงบาลจุฬา เหอะ เมื่อวานทำขอใบไห้เลือดแต่ไม่ได้เลือด พอมาวันนี้กูยื่นเอกสารเหมือนเมื่อวาน บอกว่าเอาแต่ใบส่งตัวพระราม 2 กูยื่นเอกสารพี่ที่ห้องพยาบาลส่งไห้ดูก็ไม่ดู โรงบาลมี นางพยาบาลดอกทองได้ไง ต้องไห้กูตายคาโรงบาลป้ะค้ะ ? วิ่งขึ้นวิ่งลง แถมไห้กูรอคิว 2ชั่วโมงครึ่ง,1,"Chulalongkorn Hospital yesterday to request a quote me, but weep blood, not blood. But today, like yesterday's filing. That leaves only Rama sent me two documents so the hospital sent the harshest view, it does not look like a hospital a nurse slut. You have probably died at the hospital cover it? Running up and down He's probably waiting 2 hours",chula
ขอบคุณที่ดูแลร่างกายฉันตลอด31ปีก็มาที่นี่ดูแลกันที่นี่คลอดก็ที่นี่คนทุกคนต้องมีการซ่อมแซม ขอให้พระราชินีทั้งสามพระองค์ทรงพระเจริญ ผู้ก่อตั้งโรงบยาบาล,3,Thank you for all the care I came here 31 years maternity care here is that all people need to be repaired. The Queen Three Graces King. The founder of the ambulance,chula
ให้คนไข้รอนานมากรอผ่าตั้งแต่7โมงเช้ากว่าจะได้ผ่าก็เที่ยงวัน รอจนไส้ติ่งแตก ทำงานกันไงว่ะอึดอัดว่ะไม่รุ้จะพูดไง,2,"Patients wait very long wait operate from 7 am to noon, they had split. Wait until the appendectomy Well, I'm not uncomfortable'm going to say.",chula
มันก็เป็นบางคนแส่วนมากอยากหั้ยปรับปรุงในการพูดจาแขกผู้มาใช้บริการให้มากกว่านี้เพราะเป็นโรงพยาบาลที่มีชื่อเสียงมากอีกโรงพยาบาลหนึ่งในประเทศไทยถ้าคุณใส่ชุดขาวหรือทำงานฝ่ายใดฝ่ายหนึ่งแล้วมาพูดแบบนี้ดูแล้วมันส่อสันดานนิสัยไพร่ออกมาอย่าลืมนะค่ะเงินเดือนพวกคุณมาจากภาษีเขาทั้งนั้นสรุปขอหั้ยอบรมณ์กันใหม่ด้วย ขอบคุณค่ะ,5,"It is some look for trouble many rooms would improve in the parlance visitors to customers, because this is a very famous hospital, another hospital in Thailand if you wear white or any party. now I say this, it poses inherent habit people out, do not forget to pay your taxes from them, he concluded a workshop on the new rooms with thanks.",chula
บริการดีคะ พูดจาสุขภาพ...ให้คำแนะนำได้ดีมาก,5,"Good service, good things ... health advice very well.",chula
